Date,Close,High,Low,Open,Volume,return,log_return,rolling_vol_5d,rolling_vol_21d,rolling_vol_63d,rolling_mean_5d,zscore_5d,rolling_mean_21d,zscore_21d
2024-12-18,431.4498901367188,446.5026260235917,431.08488976149135,445.1907017883104,24444500,-0.037561039335367474,-0.03828463232246277,0.01929315219286343,0.012615090340138357,0.013504103280121743,441.96905517578125,-1.6350918163639763,428.3462102980841,0.23110855848609768
2024-12-19,431.0947570800781,437.1612287919841,430.39440791706704,435.6224173363725,22963700,-0.0008231154179414446,-0.0008234543634440139,0.019138905114867693,0.012623011509482855,0.013467542030912598,439.49708862304686,-1.0606081734960977,429.2891598656064,0.1404568309117042
2024-12-20,430.6706848144531,437.7137031658373,422.8089215627173,427.2280608880944,64263700,-0.0009837100977458935,-0.0009841942580657364,0.0192567849618247,0.012521997932302348,0.013457847803647215,437.3920837402344,-0.7711130490791961,430.31973557245163,0.029275135949652774
2024-12-23,429.3389587402344,431.706358810308,426.9518110200716,430.8087137218764,19152500,-0.003092214355830847,-0.00309700512925674,0.01764540780455525,0.012491551957760225,0.013401140580680137,434.16846923828126,-0.6087513704947575,431.37097603934154,-0.18865333202953058
2024-12-24,433.363525390625,433.6298778354008,428.2933464556966,428.74709084992185,7164500,0.009373867822755955,0.00933020576658932,0.018266886051457196,0.012473722058377023,0.013424630430717727,431.1835632324219,1.4957354620923007,432.4198681059338,0.09682074769405663
2024-12-26,432.1601257324219,434.9517090842379,430.70024449976,433.1169536147247,8194200,-0.0027768826578526973,-0.0027807453489843217,0.005135230344041681,0.012517944066229485,0.013427532835693014,431.3256103515625,0.5479299147364303,433.3273736862909,-0.13435860360461416
2024-12-27,424.68310546875,429.3094144533034,420.55987996664646,428.69783929596434,18117700,-0.01730150427691557,-0.01745292437397457,0.009553034930716575,0.012372503302931508,0.013576812732773464,430.04328002929685,-1.5958583746901371,433.44668724423366,-1.025847950665192
2024-12-30,419.0604553222656,421.7435167493127,416.1702542921768,420.2737617749032,13158700,-0.013239636976559943,-0.013328062317038899,0.010455247650327239,0.012453696593715318,0.0136647601698293,427.7212341308594,-1.472400200563515,433.53311738513764,-1.7274073023698873
2024-12-31,415.7756958007813,420.9346790911402,414.94710727917607,420.313230174155,13246500,-0.007838390570540144,-0.007869272234791842,0.010402647393882396,0.012574688165853819,0.013398593698841325,425.0085815429687,-1.1878054466839565,433.44105311802457,-2.0614755618135736
2025-01-02,412.8953552246094,420.2836558558519,409.2160306987592,419.7509810335182,16896500,-0.006927630944431273,-0.006951738382486065,0.005745618192636198,0.011961119283480101,0.013384064384874838,420.9149475097656,-1.0466865222862591,432.8585960751488,-2.0958695869352146
2025-01-03,417.6005554199219,418.2713132207811,413.8423008464514,415.3613646713754,16662900,0.011395623941453437,0.011331182920603807,0.011022611861481152,0.012276018373399483,0.013457134696864676,418.00303344726564,-0.09176132401251619,432.48986089797245,-1.4934134548992597
2025-01-06,422.0394592285156,428.4215926337743,419.7016505493917,422.1874160873605,20573600,0.010629544791026957,0.010573448349415317,0.0114048702667856,0.01206952823593066,0.013517826630348062,417.47430419921875,1.3286232396524926,432.0403355189732,-0.977859896269925
2025-01-07,416.6339111328125,424.8014616583564,415.085225621156,423.1738758487943,18139100,-0.0128081580466064,-0.012890889688707073,0.0112902146863659,0.01195586961660293,0.013466302306809947,416.98899536132814,-0.1067744303615873,431.08914620535717,-1.351061678391999
2025-01-08,418.7941284179688,421.171402275518,415.81515330470927,417.709061289588,15054600,0.005184929088663859,0.005171533626898185,0.010850981164567536,0.012029279037203475,0.013391953838080579,417.5926818847656,0.3614231951418068,430.19620186941967,-1.0447487931360704
2025-01-10,413.2603454589844,418.9420997125399,409.383695034764,418.8631994200863,20201100,-0.01321361161363166,-0.013301688112413444,0.01234799654607215,0.012135382592524772,0.013477828694847493,417.6656799316406,-1.378028545664198,428.92466227213544,-1.3900757124612084
2025-01-13,411.5242614746094,412.81646832203865,406.690813027426,409.6007318390263,17604800,-0.00420094500585777,-0.004209793766127579,0.010681842810202112,0.012118758921186966,0.013479419929493875,416.45042114257814,-1.1675494187980635,427.6968064081101,-1.3815939770911343
2025-01-14,410.0248718261719,414.0395749911103,405.14208486737954,412.1357932076061,16935900,-0.0036435024342544864,-0.0036501561560664934,0.007649809526681412,0.01158104415229223,0.013486851902207001,414.04750366210936,-1.1115393557319961,426.1316891624814,-1.368520736030768
